page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments	image_path	Chr	Start	End
253	2	Upper_Right	8c54fcfd-999f-43c5-b31f-26d006f5fff3	12:12308231−133162422	7, 13	99	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_253_part_2.png	12	12308231	133162422
253	3	Lower_Left	97d9dfc9-c937-48b4-b453-df081950419f	6:30956994−44170027	8, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_253_part_3.png	6	30956994	44170027
253	4	Lower_Right	a01a350d-64be-4af3-91c3-7d681c3db11d	1:150504464−246161534	17, 60	65	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_253_part_4.png	1	150504464	246161534
254	1	Upper_Left	b85b14d7-3b5a-4800-af12-622ec03b9fe5	18:274892−77288441	10, 20	145	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_254_part_1.png	18	274892	77288441
254	2	Upper_Right	be73fde2-d843-426b-9306-a02d3f2a754b	7:10477885−62019633	13, 13	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_254_part_2.png	7	10477885	62019633
254	3	Lower_Left	c2948fe9-5798-43bc-a743-511e94e417f8	1:150445691−247569477	21, 37	97	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_254_part_3.png	1	150445691	247569477
254	4	Lower_Right	c2948fe9-5798-43bc-a743-511e94e417f8	7:83569717−150614810	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_254_part_4.png	7	83569717	150614810
255	1	Upper_Left	d8eac750-9daf-4465-b672-9e31fd369057	21:15944010−48061613	17, 26	26	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_1.png	21	15944010	48061613
255	2	Upper_Right	e36c9411-773b-4a8e-9b43-895b3cb044c7	13:33553524−110451695	22, 22	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_2.png	13	33553524	110451695
255	3	Lower_Left	12bfd446-2ee5-4664-a492-c023d134f60f	9:434615−126676283	9, 34	54	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_3.png	9	434615	126676283
255	4	Lower_Right	12bfd446-2ee5-4664-a492-c023d134f60f	12:49689929−126602595	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_255_part_4.png	12	49689929	126602595
256	1	Upper_Left	257dc623-41e1-4fa3-859c-c787db10bd60	1:69086265−109086561	16, 18	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_256_part_1.png	1	69086265	109086561
256	2	Upper_Right	257dc623-41e1-4fa3-859c-c787db10bd60	2:47029935−227773557	7, 13	56	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_256_part_2.png	2	47029935	227773557
256	3	Lower_Left	257dc623-41e1-4fa3-859c-c787db10bd60	4:18377040−178289698	13, 25	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_256_part_3.png	4	18377040	178289698
256	4	Lower_Right	257dc623-41e1-4fa3-859c-c787db10bd60	6:5887196−52586986	7, 11	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_256_part_4.png	6	5887196	52586986
257	1	Upper_Left	257dc623-41e1-4fa3-859c-c787db10bd60	7:72402131−155562912	10, 17	17	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_257_part_1.png	7	72402131	155562912
257	2	Upper_Right	257dc623-41e1-4fa3-859c-c787db10bd60	9:11837191−29559822	7, 9	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_257_part_2.png	9	11837191	29559822
257	3	Lower_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	2:3363332−238409727	32, 39	39	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_257_part_3.png	2	3363332	238409727
257	4	Lower_Right	5a64f7e9-3833-4a3c-962b-13eb3e305c69	3:95733851−125309240	14, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_257_part_4.png	3	95733851	125309240
258	1	Upper_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	9:1710868−35411917	32, 34	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_258_part_1.png	9	1710868	35411917
258	2	Upper_Right	5a64f7e9-3833-4a3c-962b-13eb3e305c69	12:107038045−133376551	10, 24	87	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_258_part_2.png	12	107038045	133376551
258	3	Lower_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	16:3616081−84764407	10, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_258_part_3.png	16	3616081	84764407
258	4	Lower_Right	7f9031da-124a-4a38-83e6-878a50e58c24	21:14637168−34593655	16, 16	16	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_258_part_4.png	21	14637168	34593655
259	1	Upper_Left	8654c2b5-27d7-43c5-9a39-7fdefd7a0324	9:1318657−44240245	9, 22	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_1.png	9	1318657	44240245
259	2	Upper_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	3:9549122−195919822	7, 15	41	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_2.png	3	9549122	195919822
259	3	Lower_Left	9c9b53e5-cdbe-4510-a839-4a3b5039681b	13:62209862−72754123	7, 7	7	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_3.png	13	62209862	72754123
259	4	Lower_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	21:10931511−44826284	12, 15	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_259_part_4.png	21	10931511	44826284
260	1	Upper_Left	c20682a1-f340-430d-99f9-077fe093ed19	10:32651421−125302235	11, 16	44	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_260_part_1.png	10	32651421	125302235
260	2	Upper_Right	ea3a524b-6ee3-4904-8924-29fcaa20985c	1:2466876−6163124	7, 14	14	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_260_part_2.png	1	2466876	6163124
260	3	Lower_Left	ea3a524b-6ee3-4904-8924-29fcaa20985c	2:9263222−242771262	12, 19	103	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_260_part_3.png	2	9263222	242771262
260	4	Lower_Right	ea3a524b-6ee3-4904-8924-29fcaa20985c	18:275901−68359363	17, 18	72	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_260_part_4.png	18	275901	68359363
261	1	Upper_Left	ea3a524b-6ee3-4904-8924-29fcaa20985c	21:14714130−47619466	14, 23	61	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_261_part_1.png	21	14714130	47619466
261	2	Upper_Right	2905cbd1-719b-46d9-b8af-8fe4927bc473	1:145389851−238867163	7, 7	138	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_261_part_2.png	1	145389851	238867163
261	3	Lower_Left	2905cbd1-719b-46d9-b8af-8fe4927bc473	3:158182221−193942170	17, 17	33	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_261_part_3.png	3	158182221	193942170
261	4	Lower_Right	2905cbd1-719b-46d9-b8af-8fe4927bc473	11:12674170−130091312	7, 9	72	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_261_part_4.png	11	12674170	130091312
262	1	Upper_Left	2905cbd1-719b-46d9-b8af-8fe4927bc473	12:8404400−101121301	7, 9	292	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_262_part_1.png	12	8404400	101121301
262	2	Upper_Right	2cacd9d0-8414-4f17-8259-c9d838597f39	1:180979548−248890604	16, 22	68	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_262_part_2.png	1	180979548	248890604
262	3	Lower_Left	2cacd9d0-8414-4f17-8259-c9d838597f39	12:17335568−78414575	7, 7	266	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_262_part_3.png	12	17335568	78414575
262	4	Lower_Right	2cacd9d0-8414-4f17-8259-c9d838597f39	17:27172002−57726288	9, 9	9	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_262_part_4.png	17	27172002	57726288
263	1	Upper_Left	2cacd9d0-8414-4f17-8259-c9d838597f39	19:596348−34678229	23, 40	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_263_part_1.png	19	596348	34678229
263	2	Upper_Right	2ff6aede-7bcd-440b-99ab-7a023faf658e	1:16936361−248844598	39, 74	251	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_263_part_2.png	1	16936361	248844598
263	3	Lower_Left	2ff6aede-7bcd-440b-99ab-7a023faf658e	5:86635−168032760	88, 88	181	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_263_part_3.png	5	86635	168032760
263	4	Lower_Right	2ff6aede-7bcd-440b-99ab-7a023faf658e	12:41458405−132968720	5, 7	261	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_263_part_4.png	12	41458405	132968720
264	1	Upper_Left	2ff6aede-7bcd-440b-99ab-7a023faf658e	13:21166372−114867952	25, 25	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_264_part_1.png	13	21166372	114867952
264	2	Upper_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	1:147269177−248454297	17, 25	175	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_264_part_2.png	1	147269177	248454297
264	3	Lower_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	2:2725830−47762584	8, 12	122	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_264_part_3.png	2	2725830	47762584
264	4	Lower_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	5:111534825−180595776	15, 15	135	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_264_part_4.png	5	111534825	180595776
265	1	Upper_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	7:61912885−158960074	15, 19	126	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_265_part_1.png	7	61912885	158960074
265	2	Upper_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	11:1215903−134523511	15, 32	45	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_265_part_2.png	11	1215903	134523511
265	3	Lower_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	12:4488859−131646237	7, 7	384	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_265_part_3.png	12	4488859	131646237
265	4	Lower_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	X:77058127−154924953	7, 7	147	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_265_part_4.png	X	77058127	154924953
266	1	Upper_Left	6b189eff-b919-49d6-8775-dbf32c9ccbba	5:82214−43509706	6, 8	196	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_266_part_1.png	5	82214	43509706
266	2	Upper_Right	6b189eff-b919-49d6-8775-dbf32c9ccbba	12:48350328−127948831	4, 4	291	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_266_part_2.png	12	48350328	127948831
266	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	1:145112810−172403220	7, 7	440	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_266_part_3.png	1	145112810	172403220
266	4	Lower_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	3:3279482−196670440	14, 24	153	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_266_part_4.png	3	3279482	196670440
267	1	Upper_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	4:121551106−185803467	25, 25	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_267_part_1.png	4	121551106	185803467
267	2	Upper_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	5:703397−41841709	9, 20	158	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_267_part_2.png	5	703397	41841709
267	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	7:113482279−131109557	5, 6	167	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_267_part_3.png	7	113482279	131109557
267	4	Lower_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	8:13601211−30077763	10, 10	40	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_267_part_4.png	8	13601211	30077763
268	1	Upper_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	12:57518989−72095052	19, 22	37	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_268_part_1.png	12	57518989	72095052
268	2	Upper_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	14:29873311−73266124	7, 7	25	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_268_part_2.png	14	29873311	73266124
268	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	X:22888722−42758155	12, 13	13	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_268_part_3.png	X	22888722	42758155
268	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	1:157434186−248437131	9, 13	240	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_268_part_4.png	1	157434186	248437131
269	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	2:117676635−243016298	14, 14	18	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_269_part_1.png	2	117676635	243016298
269	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	3:8155512−83721537	12, 12	32	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_269_part_2.png	3	8155512	83721537
269	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	5:13726553−174060331	7, 12	97	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_269_part_3.png	5	13726553	174060331
269	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	6:1095728−156611836	20, 29	135	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_269_part_4.png	6	1095728	156611836
270	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	7:9379433−133023159	10, 11	21	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_270_part_1.png	7	9379433	133023159
270	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	8:80454829−117232184	7, 10	10	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_270_part_2.png	8	80454829	117232184
270	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	9:1604237−38289692	7, 15	68	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_270_part_3.png	9	1604237	38289692
270	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	11:20106252−97980852	23, 39	62	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_270_part_4.png	11	20106252	97980852
271	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	12:27498321−130397265	11, 14	461	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_271_part_1.png	12	27498321	130397265
271	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	13:56101373−108997401	12, 28	63	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_271_part_2.png	13	56101373	108997401
271	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	14:21880534−104480456	7, 19	70	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_271_part_3.png	14	21880534	104480456
271	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	15:22917198−97545746	10, 14	69	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_271_part_4.png	15	22917198	97545746
272	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	16:261147−88704041	11, 12	98	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_272_part_1.png	16	261147	88704041
272	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	19:5386099−49674392	19, 19	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_272_part_2.png	19	5386099	49674392
272	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	X:70422197−98898338	7, 13	28	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_272_part_3.png	X	70422197	98898338
272	4	Lower_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	4:88570552−123136247	9, 13	46	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_272_part_4.png	4	88570552	123136247
273	1	Upper_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	5:71550993−162747485	11, 19	29	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_1.png	5	71550993	162747485
273	2	Upper_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	6:9401122−151337809	8, 20	88	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_2.png	6	9401122	151337809
273	3	Lower_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	8:65806479−108515177	7, 9	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_3.png	8	65806479	108515177
273	4	Lower_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	9:13132039−27112660	11, 18	22	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_273_part_4.png	9	13132039	27112660
274	1	Upper_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	12:1089811−133349179	6, 7	580	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_274_part_1.png	12	1089811	133349179
274	2	Upper_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	13:100098950−108510778	7, 12	12	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_274_part_2.png	13	100098950	108510778
274	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	12:18468583−117642876	4, 4	101	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_274_part_3.png	12	18468583	117642876
274	4	Lower_Right	b5f27002-4277-418d-90b0-cc5a2742692e	1:175909202−201271527	7, 7	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_274_part_4.png	1	175909202	201271527
275	1	Upper_Left	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	5:40979−180658104	7, 21	115	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_275_part_1.png	5	40979	180658104
275	2	Upper_Right	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	8:30791212−101358676	7, 18	49	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_275_part_2.png	8	30791212	101358676
275	3	Lower_Left	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	12:39672405−132182029	8, 8	516	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_275_part_3.png	12	39672405	132182029
275	4	Lower_Right	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	19:4529269−35019475	17, 34	34	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_275_part_4.png	19	4529269	35019475
276	1	Upper_Left	e786de34-4c21-460f-89ab-008de4347049	4:25848307−38595195	7, 13	15	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_276_part_1.png	4	25848307	38595195
276	2	Upper_Right	e786de34-4c21-460f-89ab-008de4347049	6:39847295−158859760	5, 6	213	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_276_part_2.png	6	39847295	158859760
276	3	Lower_Left	e786de34-4c21-460f-89ab-008de4347049	12:48431354−77284404	3, 4	171	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_276_part_3.png	12	48431354	77284404
276	4	Lower_Right	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	3:94442780−174075990	7, 13	50	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_276_part_4.png	3	94442780	174075990
277	1	Upper_Left	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	11:993833−37433476	8, 8	103	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_277_part_1.png	11	993833	37433476
277	2	Upper_Right	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	12:8061289−120789609	4, 8	174	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_277_part_2.png	12	8061289	120789609
277	3	Lower_Left	ea0e5ae7-1f15-4504-aea3-efd1f6733304	1:145025792−241989428	5, 6	228	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_277_part_3.png	1	145025792	241989428
277	4	Lower_Right	ea0e5ae7-1f15-4504-aea3-efd1f6733304	11:132789−38263176	8, 25	268	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_277_part_4.png	11	132789	38263176
278	1	Upper_Left	ea0e5ae7-1f15-4504-aea3-efd1f6733304	12:8047626−76351792	6, 7	250	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_278_part_1.png	12	8047626	76351792
278	2	Upper_Right	ea0e5ae7-1f15-4504-aea3-efd1f6733304	18:915255−52915207	32, 52	52	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_278_part_2.png	18	915255	52915207
278	3	Lower_Left	f75d2589-fd7b-49a1-a1c8-0b4726b81f3c	12:43926078−100997188	7, 8	441	/Volumes/T7-shield/CS-Bachelor-Thesis/CNN_model/SV_graph.PCAWG/SV_graph.high_confidence/page_278_part_3.png	12	43926078	100997188
